city_code,date,temp_max,temp_min,temp_avg,temp_range,precip_mm,avg_max_7d,avg_min_7d,avg_max_14d,avg_min_14d,temp_min_ly,temp_max_ly,temp_min_yoy_pct,temp_max_yoy_pct
BUE,2025-10-19,20.7,11.9,16.3,8.799999999999999,0.0,23.828571428571426,15.242857142857142,23.685714285714283,14.521428571428572,,,,
BUE,2025-10-20,23.5,14.9,19.2,8.6,0.0,23.61428571428571,15.385714285714286,24.192857142857143,14.950000000000001,,,,
BUE,2025-10-21,27.3,17.9,22.6,9.400000000000002,0.0,24.157142857142855,15.914285714285715,24.464285714285715,15.592857142857143,,,,
BUE,2025-10-22,24.4,19.6,22.0,4.799999999999997,1.1,23.914285714285715,16.071428571428573,24.378571428571426,16.0,,,,
BUE,2025-10-23,30.5,20.4,25.45,10.100000000000001,0.0,24.6,16.357142857142858,24.714285714285715,16.357142857142858,,,,
BUE,2025-10-24,26.1,19.4,22.75,6.700000000000003,18.7,24.95714285714286,16.54285714285714,24.678571428571427,16.55,,,,
BUE,2025-10-25,19.3,13.9,16.6,5.4,29.5,24.542857142857144,16.857142857142858,24.20714285714286,16.178571428571427,,,,
BUE,2025-10-26,22.4,11.7,17.049999999999997,10.7,0.0,24.785714285714285,16.82857142857143,24.307142857142857,16.035714285714285,,,,
BUE,2025-10-27,19.2,10.4,14.8,8.799999999999999,0.6,24.171428571428574,16.185714285714287,23.892857142857142,15.785714285714286,,,,
BUE,2025-10-28,17.2,7.4,12.3,9.799999999999999,0.2,22.728571428571428,14.685714285714287,23.442857142857147,15.299999999999999,,,,
BUE,2025-10-29,16.5,8.7,12.6,7.800000000000001,3.0,21.599999999999998,13.128571428571428,22.75714285714286,14.599999999999998,,,,
BUE,2025-10-30,18.5,13.3,15.9,5.199999999999999,1.3,19.885714285714283,12.114285714285716,22.242857142857144,14.235714285714286,,,,
MAD,2025-04-30,20.7,10.0,15.35,10.7,10.5,20.7,10.0,20.7,10.0,,,,
MAD,2025-05-01,20.9,11.5,16.2,9.399999999999999,23.3,20.799999999999997,10.75,20.799999999999997,10.75,,,,
MAD,2025-05-02,18.5,11.2,14.85,7.300000000000001,40.1,20.03333333333333,10.9,20.03333333333333,10.9,,,,
MAD,2025-05-03,18.3,10.0,14.15,8.3,1.0,19.6,10.675,19.6,10.675,,,,
MAD,2025-05-04,15.7,10.2,12.95,5.5,2.3,18.82,10.58,18.82,10.58,,,,
MAD,2025-05-05,17.2,9.2,13.2,8.0,16.6,18.55,10.35,18.55,10.35,,,,
MAD,2025-05-06,16.6,7.1,11.850000000000001,9.500000000000002,0.0,18.271428571428572,9.885714285714286,18.271428571428572,9.885714285714286,,,,
MAD,2025-05-07,18.4,6.4,12.399999999999999,11.999999999999998,0.2,17.942857142857143,9.37142857142857,18.2875,9.45,,,,
MAD,2025-05-08,16.2,9.5,12.85,6.699999999999999,4.7,17.271428571428572,9.085714285714285,18.055555555555557,9.455555555555556,,,,
MAD,2025-05-09,16.7,8.3,12.5,8.399999999999999,1.2,17.014285714285712,8.67142857142857,17.919999999999998,9.34,,,,
MAD,2025-05-10,16.7,9.2,12.95,7.5,7.9,16.785714285714285,8.557142857142859,17.80909090909091,9.327272727272726,,,,
MAD,2025-05-11,16.9,7.8,12.35,9.099999999999998,0.0,16.95714285714286,8.214285714285714,17.73333333333333,9.2,,,,
MAD,2025-05-12,18.1,6.5,12.3,11.600000000000001,0.1,17.085714285714285,7.828571428571428,17.76153846153846,8.992307692307692,,,,
MAD,2025-05-13,19.3,8.1,13.7,11.200000000000001,0.1,17.47142857142857,7.971428571428571,17.87142857142857,8.928571428571429,,,,
MAD,2025-05-14,20.6,10.4,15.5,10.200000000000001,9.4,17.785714285714285,8.542857142857143,17.864285714285717,8.957142857142857,,,,
